,Unnamed: 0_x,image_name,score_bmi30,Unnamed: 0_y,file_name,weight,height
87,87,FD50E18E-FEE1-46BA-BC4C-D83C4D68486A,0.05217217079055591,0,FD50E18E-FEE1-46BA-BC4C-D83C4D68486A,62,177
88,88,928D56DC-5D11-4495-AC6B-5573B33AEE03,0.07739867874681675,10,928D56DC-5D11-4495-AC6B-5573B33AEE03,47,157
89,89,EF224E7F-2986-44AD-9131-4BE6CFA44B73,0.14220377981712254,3,EF224E7F-2986-44AD-9131-4BE6CFA44B73,64,167
90,90,143DD69D-81AE-4B76-A9F3-5BBCBB8F6870,0.2881706705503125,49,143DD69D-81AE-4B76-A9F3-5BBCBB8F6870,74,173
91,91,7EB8C457-3D3A-43AE-B953-B268892F28EF,0.05135836955274791,56,7EB8C457-3D3A-43AE-B953-B268892F28EF,67,160
92,92,21FD9D6F-6B84-45CA-8434-69940BDF99F4,0.14349548727095487,61,21FD9D6F-6B84-45CA-8434-69940BDF99F4,81,179
93,93,DF7A1891-6EAF-4499-9BBA-9FD53E3E04B6,0.04582689359802666,13,DF7A1891-6EAF-4499-9BBA-9FD53E3E04B6,78,184
94,94,C50A7385-4198-4327-BD7D-08C0091E827A,0.2534356347517881,74,C50A7385-4198-4327-BD7D-08C0091E827A,89,188
95,95,EE859ED9-7772-4097-A4E9-086DD29826FD,0.1112852844211186,98,EE859ED9-7772-4097-A4E9-086DD29826FD,68,164
96,96,923E4A6A-C9BC-4679-968F-498AEACF7DB3,0.26461206178495633,82,923E4A6A-C9BC-4679-968F-498AEACF7DB3,86,179
97,97,754E6542-1167-49DA-85C3-1AB4523A41F9,0.20669000024480405,76,754E6542-1167-49DA-85C3-1AB4523A41F9,48,157
98,98,121891F2-C802-4B5C-B872-38E8AA39F06E,0.10052233039525346,106,121891F2-C802-4B5C-B872-38E8AA39F06E,66,178
99,99,CE8A6316-D4E4-4AB1-B2A5-D28595B2DAFB,0.26834268018071983,92,CE8A6316-D4E4-4AB1-B2A5-D28595B2DAFB,78,180
100,100,37E98630-3D54-4941-8640-0CB560FA6102,0.2692830898150376,42,37E98630-3D54-4941-8640-0CB560FA6102,73,157
